src_idx,dst_idx,src_accession,dst_accession,pmi_weight
79,16,A0A2FLU7Y,Q9Q85JSL,1.0498221
16,109,Q9Q85JSL,O0DJE15A,1.0498221
109,16,O0DJE15A,Q9Q85JSL,1.0498221
16,136,Q9Q85JSL,P03J3R3V,1.0498221
136,16,P03J3R3V,Q9Q85JSL,1.0498221
17,56,A0A5KXVFK,P0SYLZTM,1.4552872
56,17,P0SYLZTM,A0A5KXVFK,1.4552872
17,73,A0A5KXVFK,Q9479T6B,1.4552872
73,17,Q9479T6B,A0A5KXVFK,1.4552872
17,168,A0A5KXVFK,P0YVSLHD,1.4552872
168,17,P0YVSLHD,A0A5KXVFK,1.4552872
17,79,A0A5KXVFK,A0A2FLU7Y,1.3011365
79,17,A0A2FLU7Y,A0A5KXVFK,1.3011365
10,17,O0JH75L5,A0A5KXVFK,1.2321436
17,10,A0A5KXVFK,O0JH75L5,1.2321436
17,40,A0A5KXVFK,A0A7EEDTR,1.0498221
40,17,A0A7EEDTR,A0A5KXVFK,1.0498221
17,32,A0A5KXVFK,O0FK8UTU,1.0498221
32,17,O0FK8UTU,A0A5KXVFK,1.0498221
17,68,A0A5KXVFK,A0AZIM6CJ,1.0498221
68,17,A0AZIM6CJ,A0A5KXVFK,1.0498221
17,78,A0A5KXVFK,O0YUHZ1K,1.0498221
78,17,O0YUHZ1K,A0A5KXVFK,1.0498221
17,86,A0A5KXVFK,O04GH2MR,1.0498221
86,17,O04GH2MR,A0A5KXVFK,1.0498221
17,103,A0A5KXVFK,P0PQKOJ8,1.0498221
103,17,P0PQKOJ8,A0A5KXVFK,1.0498221
17,116,A0A5KXVFK,P03KKV95,1.0498221
116,17,P03KKV95,A0A5KXVFK,1.0498221
18,88,A0AVREN9T,O0XR2DHP,1.6376088
88,18,O0XR2DHP,A0AVREN9T,1.6376088
18,45,A0AVREN9T,Q9PBN78C,1.5040774
45,18,Q9PBN78C,A0AVREN9T,1.5040774
18,189,A0AVREN9T,A0AXPNNGN,1.5040774
189,18,A0AXPNNGN,A0AVREN9T,1.5040774
18,91,A0AVREN9T,A0A08YG0R,1.3862944
91,18,A0A08YG0R,A0AVREN9T,1.3862944
18,30,A0AVREN9T,Q9OR56FA,1.3862944
30,18,Q9OR56FA,A0AVREN9T,1.3862944
18,154,A0AVREN9T,P0WVZNVS,1.3862944
154,18,P0WVZNVS,A0AVREN9T,1.3862944
18,165,A0AVREN9T,Q9NQFLLF,1.3862944
165,18,Q9NQFLLF,A0AVREN9T,1.3862944
18,89,A0AVREN9T,P0XNTM99,1.3862944
89,18,P0XNTM99,A0AVREN9T,1.3862944
18,94,A0AVREN9T,A0A5UQPGD,1.2809339
94,18,A0A5UQPGD,A0AVREN9T,1.2809339
18,160,A0AVREN9T,A0A8VMUH4,1.2809339
160,18,A0A8VMUH4,A0AVREN9T,1.2809339
18,162,A0AVREN9T,O0493WXB,1.2321436
162,18,O0493WXB,A0AVREN9T,1.2321436
18,23,A0AVREN9T,Q9VAZCCC,1.0986123
23,18,Q9VAZCCC,A0AVREN9T,1.0986123
18,92,A0AVREN9T,P093KMK8,1.0986123
92,18,P093KMK8,A0AVREN9T,1.0986123
18,34,A0AVREN9T,A0A4CC5OP,1.0986123
34,18,A0A4CC5OP,A0AVREN9T,1.0986123
19,157,Q9C58DRE,P0PXNF7E,1.7272209
157,19,P0PXNF7E,Q9C58DRE,1.7272209
19,215,Q9C58DRE,P0XLVPYW,1.4552872
215,19,P0XLVPYW,Q9C58DRE,1.4552872
19,30,Q9C58DRE,Q9OR56FA,1.3217559
30,19,Q9OR56FA,Q9C58DRE,1.3217559
19,182,Q9C58DRE,O06UGVSD,1.2039728
182,19,O06UGVSD,Q9C58DRE,1.2039728
19,75,Q9C58DRE,O0L1N13Q,1.1676052
75,19,O0L1N13Q,Q9C58DRE,1.1676052
19,69,Q9C58DRE,Q9NFHOL3,1.0340737
69,19,Q9NFHOL3,Q9C58DRE,1.0340737
19,72,Q9C58DRE,Q9RJRNYZ,1.0340737
72,19,Q9RJRNYZ,Q9C58DRE,1.0340737
19,184,Q9C58DRE,A0AIPPSFX,1.0340737
184,19,A0AIPPSFX,Q9C58DRE,1.0340737
19,189,Q9C58DRE,A0AXPNNGN,1.0340737
189,19,A0AXPNNGN,Q9C58DRE,1.0340737
19,210,Q9C58DRE,Q95LLO34,1.0340737
210,19,Q95LLO34,Q9C58DRE,1.0340737
19,108,Q9C58DRE,P0ORXO1C,1.0033021
108,19,P0ORXO1C,Q9C58DRE,1.0033021
19,40,Q9C58DRE,A0A7EEDTR,0.91629076
40,19,A0A7EEDTR,Q9C58DRE,0.91629076
19,91,Q9C58DRE,A0A08YG0R,0.91629076
91,19,A0A08YG0R,Q9C58DRE,0.91629076
19,54,Q9C58DRE,A0ANUJZA8,0.91629076
54,19,A0ANUJZA8,Q9C58DRE,0.91629076
19,139,Q9C58DRE,O037DIA9,0.91629076
139,19,O037DIA9,Q9C58DRE,0.91629076
20,56,Q9ERTJ51,P0SYLZTM,1.609438
56,20,P0SYLZTM,Q9ERTJ51,1.609438
20,98,Q9ERTJ51,P0UC8D1N,1.4552872
98,20,P0UC8D1N,Q9ERTJ51,1.4552872
20,183,Q9ERTJ51,O0D6MZSL,1.3862944
183,20,O0D6MZSL,Q9ERTJ51,1.3862944
20,32,Q9ERTJ51,O0FK8UTU,1.2039728
32,20,O0FK8UTU,Q9ERTJ51,1.2039728
20,78,Q9ERTJ51,O0YUHZ1K,1.2039728
78,20,O0YUHZ1K,Q9ERTJ51,1.2039728
20,42,Q9ERTJ51,P064DPJA,1.0986123
42,20,P064DPJA,Q9ERTJ51,1.0986123
20,149,Q9ERTJ51,P02D5EMP,1.0986123
149,20,P02D5EMP,Q9ERTJ51,1.0986123
20,174,Q9ERTJ51,Q9POC50O,1.0986123
174,20,Q9POC50O,Q9ERTJ51,1.0986123
20,79,Q9ERTJ51,A0A2FLU7Y,1.0498221
79,20,A0A2FLU7Y,Q9ERTJ51,1.0498221
20,107,Q9ERTJ51,O08QOLDK,1.0498221
107,20,O08QOLDK,Q9ERTJ51,1.0498221
20,136,Q9ERTJ51,P03J3R3V,1.0498221
136,20,P03J3R3V,Q9ERTJ51,1.0498221
20,203,Q9ERTJ51,A0AD6VASP,0.91629076
203,20,A0AD6VASP,Q9ERTJ51,0.91629076
21,164,Q971YZOX,Q9UOFWB7,1.2809339
164,21,Q9UOFWB7,Q971YZOX,1.2809339
21,43,Q971YZOX,P01WJ0T1,1.2039728
43,21,P01WJ0T1,Q971YZOX,1.2039728
21,138,Q971YZOX,P0DOJENQ,1.2039728
138,21,P0DOJENQ,Q971YZOX,1.2039728
13,21,O0DBDW21,Q971YZOX,1.0986123
21,13,Q971YZOX,O0DBDW21,1.0986123
21,154,Q971YZOX,P0WVZNVS,1.0986123
154,21,P0WVZNVS,Q971YZOX,1.0986123
21,168,Q971YZOX,P0YVSLHD,1.0986123
168,21,P0YVSLHD,Q971YZOX,1.0986123
21,22,Q971YZOX,O06QICA9,1.0986123
22,21,O06QICA9,Q971YZOX,1.0986123
21,69,Q971YZOX,Q9NFHOL3,1.0986123
69,21,Q9NFHOL3,Q971YZOX,1.0986123
21,185,Q971YZOX,P0N1YBWV,1.0986123
185,21,P0N1YBWV,Q971YZOX,1.0986123
21,110,Q971YZOX,O0OGN1WD,1.0986123
110,21,O0OGN1WD,Q971YZOX,1.0986123
3,21,Q9ZMF8MF,Q971YZOX,0.98082924
21,3,Q971YZOX,Q9ZMF8MF,0.98082924
21,175,Q971YZOX,P02CWTGW,0.98082924
175,21,P02CWTGW,Q971YZOX,0.98082924
21,75,Q971YZOX,O0L1N13Q,0.9444616
75,21,O0L1N13Q,Q971YZOX,0.9444616
21,151,Q971YZOX,O0QNVQHC,0.9444616
151,21,O0QNVQHC,Q971YZOX,0.9444616
21,177,Q971YZOX,Q9V1XG15,0.9444616
177,21,Q9V1XG15,Q971YZOX,0.9444616
22,31,O06QICA9,O0J2QP89,1.609438
31,22,O0J2QP89,O06QICA9,1.609438
22,103,O06QICA9,P0PQKOJ8,1.3217559
103,22,P0PQKOJ8,O06QICA9,1.3217559
22,35,O06QICA9,A0AWPVS7N,1.2039728
35,22,A0AWPVS7N,O06QICA9,1.2039728
22,186,O06QICA9,A0ALUNJ4J,1.2039728
186,22,A0ALUNJ4J,O06QICA9,1.2039728
22,77,O06QICA9,A0A18HAFI,1.1676052
77,22,A0A18HAFI,O06QICA9,1.1676052
22,137,O06QICA9,A0AQC1IYZ,1.1676052
137,22,A0AQC1IYZ,O06QICA9,1.1676052
22,50,O06QICA9,O0M35IXZ,1.0986123
50,22,O0M35IXZ,O06QICA9,1.0986123
22,211,O06QICA9,P0BXK5BV,1.0986123
211,22,P0BXK5BV,O06QICA9,1.0986123
22,167,O06QICA9,O0VOHSMH,1.0986123
167,22,O0VOHSMH,O06QICA9,1.0986123
22,82,O06QICA9,P0APRPN3,1.0340737
82,22,P0APRPN3,O06QICA9,1.0340737
22,146,O06QICA9,Q9XVA2II,1.0340737
146,22,Q9XVA2II,O06QICA9,1.0340737
22,57,O06QICA9,O0XN0GUZ,1.0340737
57,22,O0XN0GUZ,O06QICA9,1.0340737
23,165,Q9VAZCCC,Q9NQFLLF,2.014903
165,23,Q9NQFLLF,Q9VAZCCC,2.014903
23,47,Q9VAZCCC,Q97IF2G0,1.7272209
47,23,Q97IF2G0,Q9VAZCCC,1.7272209
23,102,Q9VAZCCC,Q9X63CFT,1.7272209
102,23,Q9X63CFT,Q9VAZCCC,1.7272209
23,30,Q9VAZCCC,Q9OR56FA,1.609438
30,23,Q9OR56FA,Q9VAZCCC,1.609438
23,124,Q9VAZCCC,Q9W790PG,1.609438
124,23,Q9W790PG,Q9VAZCCC,1.609438
23,49,Q9VAZCCC,P0FZNBQM,1.5040774
49,23,P0FZNBQM,Q9VAZCCC,1.5040774
23,209,Q9VAZCCC,Q93C1QKC,1.5040774
209,23,Q93C1QKC,Q9VAZCCC,1.5040774
23,73,Q9VAZCCC,Q9479T6B,1.3217559
73,23,Q9479T6B,Q9VAZCCC,1.3217559
23,92,Q9VAZCCC,P093KMK8,1.3217559
92,23,P093KMK8,Q9VAZCCC,1.3217559
23,34,Q9VAZCCC,A0A4CC5OP,1.3217559
34,23,A0A4CC5OP,Q9VAZCCC,1.3217559
23,37,Q9VAZCCC,A0AQ99CHQ,1.3217559
37,23,A0AQ99CHQ,Q9VAZCCC,1.3217559
23,63,Q9VAZCCC,Q9XA11D1,1.3217559
63,23,Q9XA11D1,Q9VAZCCC,1.3217559
23,140,Q9VAZCCC,P06HC36T,1.3217559
140,23,P06HC36T,Q9VAZCCC,1.3217559
24,70,P0CIYHE4,O0C3O18B,1.6376088
70,24,O0C3O18B,P0CIYHE4,1.6376088
24,92,P0CIYHE4,P093KMK8,1.4552872
92,24,P093KMK8,P0CIYHE4,1.4552872
24,199,P0CIYHE4,P0ILDZMJ,1.4552872
199,24,P0ILDZMJ,P0CIYHE4,1.4552872
24,206,P0CIYHE4,O0BNN0ME,1.3375041
206,24,O0BNN0ME,P0CIYHE4,1.3375041
24,113,P0CIYHE4,O08XF7KR,1.2321436
113,24,O08XF7KR,P0CIYHE4,1.2321436
24,104,P0CIYHE4,O0PV60VB,1.2321436
104,24,O0PV60VB,P0CIYHE4,1.2321436
24,105,P0CIYHE4,A0AIY4VAR,1.2321436
105,24,A0AIY4VAR,P0CIYHE4,1.2321436
24,83,P0CIYHE4,Q9P08J38,1.1676052
83,24,Q9P08J38,P0CIYHE4,1.1676052
24,150,P0CIYHE4,P0AJEPEE,1.1676052
150,24,P0AJEPEE,P0CIYHE4,1.1676052
24,200,P0CIYHE4,Q9B7R314,1.1676052
200,24,Q9B7R314,P0CIYHE4,1.1676052
24,125,P0CIYHE4,A0APY6B2S,1.0498221
125,24,A0APY6B2S,P0CIYHE4,1.0498221
24,147,P0CIYHE4,Q9C1HH5V,1.0498221
147,24,Q9C1HH5V,P0CIYHE4,1.0498221
24,43,P0CIYHE4,P01WJ0T1,1.0498221
43,24,P01WJ0T1,P0CIYHE4,1.0498221
24,172,P0CIYHE4,O0UZPEAU,1.0498221
172,24,O0UZPEAU,P0CIYHE4,1.0498221
24,89,P0CIYHE4,P0XNTM99,1.0498221
89,24,P0XNTM99,P0CIYHE4,1.0498221
25,133,Q923GDP1,Q9WYZX4G,1.4087672
133,25,Q9WYZX4G,Q923GDP1,1.4087672
25,40,Q923GDP1,A0A7EEDTR,1.2909842
40,25,A0A7EEDTR,Q923GDP1,1.2909842
25,48,Q923GDP1,A0AG72OYP,1.2909842
48,25,A0AG72OYP,Q923GDP1,1.2909842
25,85,Q923GDP1,P05IQVNB,1.2909842
85,25,P05IQVNB,Q923GDP1,1.2909842
25,97,Q923GDP1,Q91N6KV1,1.2909842
97,25,Q91N6KV1,Q923GDP1,1.2909842
25,115,Q923GDP1,Q95J2O76,1.2909842
115,25,Q95J2O76,Q923GDP1,1.2909842
25,158,Q923GDP1,A0A3DD039,1.2909842
158,25,A0A3DD039,Q923GDP1,1.2909842
25,59,Q923GDP1,O0YS280F,1.2264457
59,25,O0YS280F,Q923GDP1,1.2264457
25,173,Q923GDP1,Q92W37DG,1.2264457
173,25,Q92W37DG,Q923GDP1,1.2264457
25,179,Q923GDP1,P0FCPKJD,1.2264457
179,25,P0FCPKJD,Q923GDP1,1.2264457
10,25,O0JH75L5,Q923GDP1,1.1856236
25,10,Q923GDP1,O0JH75L5,1.1856236
25,61,Q923GDP1,Q93FB9WE,1.1368335
61,25,Q93FB9WE,Q923GDP1,1.1368335
25,112,Q923GDP1,Q9ZLAOIH,1.1368335
112,25,Q9ZLAOIH,Q923GDP1,1.1368335
25,128,Q923GDP1,Q9QJJA2S,1.1368335
128,25,Q9QJJA2S,Q923GDP1,1.1368335
25,131,Q923GDP1,P09K9XJD,1.1368335
131,25,P09K9XJD,Q923GDP1,1.1368335
26,67,O0Q0Y9DZ,Q94J1RI2,1.2729657
67,26,Q94J1RI2,O0Q0Y9DZ,1.2729657
26,30,O0Q0Y9DZ,Q9OR56FA,1.0498221
30,26,Q9OR56FA,O0Q0Y9DZ,1.0498221
26,196,O0Q0Y9DZ,P0TD44KK,1.0498221
196,26,P0TD44KK,O0Q0Y9DZ,1.0498221
26,198,O0Q0Y9DZ,P07OONNF,1.0498221
198,26,P07OONNF,O0Q0Y9DZ,1.0498221
26,138,O0Q0Y9DZ,P0DOJENQ,1.0498221
138,26,P0DOJENQ,O0Q0Y9DZ,1.0498221
26,201,O0Q0Y9DZ,O0W6AHF7,1.0498221
201,26,O0W6AHF7,O0Q0Y9DZ,1.0498221
5,26,A0A9NT3WX,O0Q0Y9DZ,0.9444616
26,5,O0Q0Y9DZ,A0A9NT3WX,0.9444616
26,70,O0Q0Y9DZ,O0C3O18B,0.9444616
70,26,O0C3O18B,O0Q0Y9DZ,0.9444616
26,104,O0Q0Y9DZ,O0PV60VB,0.9444616
104,26,O0PV60VB,O0Q0Y9DZ,0.9444616
26,65,O0Q0Y9DZ,O0EQTUL2,0.8956714
65,26,O0EQTUL2,O0Q0Y9DZ,0.8956714
26,93,O0Q0Y9DZ,Q9J9TZE5,0.8956714
93,26,Q9J9TZE5,O0Q0Y9DZ,0.8956714
26,123,O0Q0Y9DZ,O08W5RTE,0.86750054
123,26,O08W5RTE,O0Q0Y9DZ,0.86750054
26,124,O0Q0Y9DZ,Q9W790PG,0.86750054
124,26,Q9W790PG,O0Q0Y9DZ,0.86750054
26,135,O0Q0Y9DZ,P00GET87,0.86750054
135,26,P00GET87,O0Q0Y9DZ,0.86750054
23,26,Q9VAZCCC,O0Q0Y9DZ,0.76214004
26,23,O0Q0Y9DZ,Q9VAZCCC,0.76214004
27,92,P02DGTFL,P093KMK8,1.7272209
92,27,P093KMK8,P02DGTFL,1.7272209
27,36,P02DGTFL,P0IOYKLE,1.5448993
36,27,P0IOYKLE,P02DGTFL,1.5448993
27,124,P02DGTFL,Q9W790PG,1.4271164
124,27,Q9W790PG,P02DGTFL,1.4271164
27,201,P02DGTFL,O0W6AHF7,1.4271164
201,27,O0W6AHF7,P02DGTFL,1.4271164
27,102,P02DGTFL,Q9X63CFT,1.3217559
102,27,Q9X63CFT,P02DGTFL,1.3217559
27,150,P02DGTFL,P0AJEPEE,1.3217559
150,27,P0AJEPEE,P02DGTFL,1.3217559
27,49,P02DGTFL,P0FZNBQM,1.3217559
49,27,P0FZNBQM,P02DGTFL,1.3217559
27,207,P02DGTFL,P0IXDU1I,1.3217559
207,27,P0IXDU1I,P02DGTFL,1.3217559
27,151,P02DGTFL,O0QNVQHC,1.1676052
151,27,O0QNVQHC,P02DGTFL,1.1676052
27,159,P02DGTFL,A0AVULEM1,1.1676052
159,27,A0AVULEM1,P02DGTFL,1.1676052
27,178,P02DGTFL,O011Q7UU,1.1676052
178,27,O011Q7UU,P02DGTFL,1.1676052
27,45,P02DGTFL,Q9PBN78C,1.0340737
45,27,Q9PBN78C,P02DGTFL,1.0340737
27,83,P02DGTFL,Q9P08J38,1.0340737
83,27,Q9P08J38,P02DGTFL,1.0340737
28,40,P0Q5C34G,A0A7EEDTR,1.4916549
40,28,A0A7EEDTR,P0Q5C34G,1.4916549
28,74,P0Q5C34G,A0AXEQBNN,1.3375041
74,28,A0AXEQBNN,P0Q5C34G,1.3375041
28,128,P0Q5C34G,Q9QJJA2S,1.3375041
128,28,Q9QJJA2S,P0Q5C34G,1.3375041
28,58,P0Q5C34G,A0AKH2VL2,1.2039728
58,28,A0AKH2VL2,P0Q5C34G,1.2039728
28,203,P0Q5C34G,A0AD6VASP,1.2039728
203,28,A0AD6VASP,P0Q5C34G,1.2039728
28,115,P0Q5C34G,Q95J2O76,1.0861897
115,28,Q95J2O76,P0Q5C34G,1.0861897
28,158,P0Q5C34G,A0A3DD039,1.0861897
158,28,A0A3DD039,P0Q5C34G,1.0861897
28,109,P0Q5C34G,O0DJE15A,1.0498221
109,28,O0DJE15A,P0Q5C34G,1.0498221
28,136,P0Q5C34G,P03J3R3V,1.0498221
136,28,P03J3R3V,P0Q5C34G,1.0498221
28,183,P0Q5C34G,O0D6MZSL,0.98082924
183,28,O0D6MZSL,P0Q5C34G,0.98082924
28,42,P0Q5C34G,P064DPJA,0.98082924
42,28,P064DPJA,P0Q5C34G,0.98082924
28,59,P0Q5C34G,O0YS280F,0.91629076
59,28,O0YS280F,P0Q5C34G,0.91629076
29,166,A0AXTAD1P,A0AF1BCP1,1.4271164
166,29,A0AF1BCP1,A0AXTAD1P,1.4271164
29,90,A0AXTAD1P,P0MQLIZU,1.2039728
90,29,P0MQLIZU,A0AXTAD1P,1.2039728
29,204,A0AXTAD1P,Q9KAMUGF,1.0498221
204,29,Q9KAMUGF,A0AXTAD1P,1.0498221
29,182,A0AXTAD1P,O06UGVSD,1.0216513
182,29,O06UGVSD,A0AXTAD1P,1.0216513
29,54,A0AXTAD1P,A0ANUJZA8,0.91629076
54,29,A0ANUJZA8,A0AXTAD1P,0.91629076
29,67,A0AXTAD1P,Q94J1RI2,0.91629076
67,29,Q94J1RI2,A0AXTAD1P,0.91629076
29,139,A0AXTAD1P,O037DIA9,0.91629076
139,29,O037DIA9,A0AXTAD1P,0.91629076
29,168,A0AXTAD1P,P0YVSLHD,0.91629076
168,29,P0YVSLHD,A0AXTAD1P,0.91629076
29,196,A0AXTAD1P,P0TD44KK,0.91629076
196,29,P0TD44KK,A0AXTAD1P,0.91629076
29,69,A0AXTAD1P,Q9NFHOL3,0.91629076
69,29,Q9NFHOL3,A0AXTAD1P,0.91629076
29,153,A0AXTAD1P,O0ZP6LFI,0.91629076
153,29,O0ZP6LFI,A0AXTAD1P,0.91629076
29,184,A0AXTAD1P,A0AIPPSFX,0.91629076
184,29,A0AIPPSFX,A0AXTAD1P,0.91629076
29,185,A0AXTAD1P,P0N1YBWV,0.91629076
185,29,P0N1YBWV,A0AXTAD1P,0.91629076
29,87,A0AXTAD1P,A0ASGIOTP,0.91629076
87,29,A0ASGIOTP,A0AXTAD1P,0.91629076
29,143,A0AXTAD1P,O0X4W7KX,0.91629076
143,29,O0X4W7KX,A0AXTAD1P,0.91629076
30,154,Q9OR56FA,P0WVZNVS,1.609438
154,30,P0WVZNVS,Q9OR56FA,1.609438
30,165,Q9OR56FA,Q9NQFLLF,1.609438
165,30,Q9NQFLLF,Q9OR56FA,1.609438
30,198,Q9OR56FA,P07OONNF,1.609438
198,30,P07OONNF,Q9OR56FA,1.609438
30,53,Q9OR56FA,A0ADP0LV6,1.609438
53,30,A0ADP0LV6,Q9OR56FA,1.609438
30,138,Q9OR56FA,P0DOJENQ,1.4916549
138,30,P0DOJENQ,Q9OR56FA,1.4916549
30,88,Q9OR56FA,O0XR2DHP,1.4552872
88,30,O0XR2DHP,Q9OR56FA,1.4552872
30,215,Q9OR56FA,P0XLVPYW,1.4552872
215,30,P0XLVPYW,Q9OR56FA,1.4552872
30,34,Q9OR56FA,A0A4CC5OP,1.3217559
34,30,A0A4CC5OP,Q9OR56FA,1.3217559
30,102,Q9OR56FA,Q9X63CFT,1.3217559
102,30,Q9X63CFT,Q9OR56FA,1.3217559
30,189,Q9OR56FA,A0AXPNNGN,1.3217559
189,30,A0AXPNNGN,Q9OR56FA,1.3217559
30,81,Q9OR56FA,A0A2UBTXE,1.2909842
81,30,A0A2UBTXE,Q9OR56FA,1.2909842
31,86,O0J2QP89,O04GH2MR,1.89712
86,31,O04GH2MR,O0J2QP89,1.89712
31,145,O0J2QP89,P0CJ883F,1.4552872
145,31,P0CJ883F,O0J2QP89,1.4552872
31,50,O0J2QP89,O0M35IXZ,1.3862944
50,31,O0M35IXZ,O0J2QP89,1.3862944
31,211,O0J2QP89,P0BXK5BV,1.3862944
211,31,P0BXK5BV,O0J2QP89,1.3862944
31,101,O0J2QP89,P02WX7P8,1.3862944
101,31,P02WX7P8,O0J2QP89,1.3862944
31,197,O0J2QP89,P0QS3D62,1.2909842
197,31,P0QS3D62,O0J2QP89,1.2909842
31,55,O0J2QP89,Q9NCXLLH,1.2039728
55,31,Q9NCXLLH,O0J2QP89,1.2039728
31,68,O0J2QP89,A0AZIM6CJ,1.2039728
68,31,A0AZIM6CJ,O0J2QP89,1.2039728
31,103,O0J2QP89,P0PQKOJ8,1.2039728
103,31,P0PQKOJ8,O0J2QP89,1.2039728
31,141,O0J2QP89,O0EBB9EP,1.2039728
141,31,O0EBB9EP,O0J2QP89,1.2039728
31,35,O0J2QP89,A0AWPVS7N,1.2039728
35,31,A0AWPVS7N,O0J2QP89,1.2039728
31,186,O0J2QP89,A0ALUNJ4J,1.2039728
186,31,A0ALUNJ4J,O0J2QP89,1.2039728
32,92,O0FK8UTU,P093KMK8,1.609438
92,32,P093KMK8,O0FK8UTU,1.609438
32,59,O0FK8UTU,O0YS280F,1.609438
59,32,O0YS280F,O0FK8UTU,1.609438
32,149,O0FK8UTU,P02D5EMP,1.3862944
149,32,P02D5EMP,O0FK8UTU,1.3862944
32,53,O0FK8UTU,A0ADP0LV6,1.3217559
53,32,A0ADP0LV6,O0FK8UTU,1.3217559
32,118,O0FK8UTU,Q99IN4OU,1.2909842
118,32,Q99IN4OU,O0FK8UTU,1.2909842
32,40,O0FK8UTU,A0A7EEDTR,1.2039728
40,32,A0A7EEDTR,O0FK8UTU,1.2039728
32,114,O0FK8UTU,O049ITN6,1.2039728
114,32,O049ITN6,O0FK8UTU,1.2039728
32,121,O0FK8UTU,A0ASQ0OXJ,1.0986123
121,32,A0ASQ0OXJ,O0FK8UTU,1.0986123
32,163,O0FK8UTU,P0BJ17ML,1.0986123
163,32,P0BJ17ML,O0FK8UTU,1.0986123
32,74,O0FK8UTU,A0AXEQBNN,1.0498221
74,32,A0AXEQBNN,O0FK8UTU,1.0498221
32,79,O0FK8UTU,A0A2FLU7Y,1.0498221
79,32,A0A2FLU7Y,O0FK8UTU,1.0498221
32,98,O0FK8UTU,P0UC8D1N,1.0498221
98,32,P0UC8D1N,O0FK8UTU,1.0498221
32,112,O0FK8UTU,Q9ZLAOIH,1.0498221
112,32,Q9ZLAOIH,O0FK8UTU,1.0498221
33,78,A0ABR7TC6,O0YUHZ1K,1.609438
78,33,O0YUHZ1K,A0ABR7TC6,1.609438
33,56,A0ABR7TC6,P0SYLZTM,1.5040774
56,33,P0SYLZTM,A0ABR7TC6,1.5040774
33,157,A0ABR7TC6,P0PXNF7E,1.5040774
157,33,P0PXNF7E,A0ABR7TC6,1.5040774
33,183,A0ABR7TC6,O0D6MZSL,1.2809339
183,33,O0D6MZSL,A0ABR7TC6,1.2809339
33,109,A0ABR7TC6,O0DJE15A,1.2321436
109,33,O0DJE15A,A0ABR7TC6,1.2321436
33,112,A0ABR7TC6,Q9ZLAOIH,1.2321436
112,33,Q9ZLAOIH,A0ABR7TC6,1.2321436
33,155,A0ABR7TC6,O0SP2EX9,1.2321436
155,33,O0SP2EX9,A0ABR7TC6,1.2321436
33,130,A0ABR7TC6,O04HNRIW,1.2039728
130,33,O04HNRIW,A0ABR7TC6,1.2039728
33,58,A0ABR7TC6,A0AKH2VL2,1.0986123
58,33,A0AKH2VL2,A0ABR7TC6,1.0986123
33,203,A0ABR7TC6,A0AD6VASP,1.0986123
203,33,A0AD6VASP,A0ABR7TC6,1.0986123
33,129,A0ABR7TC6,Q9C89K8Q,1.0986123
129,33,Q9C89K8Q,A0ABR7TC6,1.0986123
33,42,A0ABR7TC6,P064DPJA,1.0986123
42,33,P064DPJA,A0ABR7TC6,1.0986123
33,43,A0ABR7TC6,P01WJ0T1,0.98082924
43,33,P01WJ0T1,A0ABR7TC6,0.98082924
33,85,A0ABR7TC6,P05IQVNB,0.98082924
85,33,P05IQVNB,A0ABR7TC6,0.98082924
34,152,A0A4CC5OP,P0Q8CROG,1.4271164
152,34,P0Q8CROG,A0A4CC5OP,1.4271164
34,100,A0A4CC5OP,O0KIZZQO,1.3217559
100,34,O0KIZZQO,A0A4CC5OP,1.3217559
34,47,A0A4CC5OP,Q97IF2G0,1.3217559
47,34,Q97IF2G0,A0A4CC5OP,1.3217559
34,63,A0A4CC5OP,Q9XA11D1,1.3217559
63,34,Q9XA11D1,A0A4CC5OP,1.3217559
34,102,A0A4CC5OP,Q9X63CFT,1.3217559
102,34,Q9X63CFT,A0A4CC5OP,1.3217559
34,150,A0A4CC5OP,P0AJEPEE,1.3217559
150,34,P0AJEPEE,A0A4CC5OP,1.3217559
34,160,A0A4CC5OP,A0A8VMUH4,1.3217559
160,34,A0A8VMUH4,A0A4CC5OP,1.3217559
34,80,A0A4CC5OP,O07HV3IT,1.2039728
80,34,O07HV3IT,A0A4CC5OP,1.2039728
34,172,A0A4CC5OP,O0UZPEAU,1.2039728
172,34,O0UZPEAU,A0A4CC5OP,1.2039728
34,175,A0A4CC5OP,P02CWTGW,1.2039728
175,34,P02CWTGW,A0A4CC5OP,1.2039728
34,88,A0A4CC5OP,O0XR2DHP,1.1676052
88,34,O0XR2DHP,A0A4CC5OP,1.1676052
35,40,A0AWPVS7N,A0A7EEDTR,1.4916549
40,35,A0A7EEDTR,A0AWPVS7N,1.4916549
35,82,A0AWPVS7N,P0APRPN3,1.4271164
82,35,P0APRPN3,A0AWPVS7N,1.4271164
35,137,A0AWPVS7N,A0AQC1IYZ,1.3375041
137,35,A0AQC1IYZ,A0AWPVS7N,1.3375041
35,119,A0AWPVS7N,O0Z3NX3J,1.3093333
119,35,O0Z3NX3J,A0AWPVS7N,1.3093333
35,73,A0AWPVS7N,Q9479T6B,1.2039728
73,35,Q9479T6B,A0AWPVS7N,1.2039728
35,133,A0AWPVS7N,Q9WYZX4G,1.2039728
133,35,Q9WYZX4G,A0AWPVS7N,1.2039728
35,68,A0AWPVS7N,A0AZIM6CJ,1.2039728
